<<<<<<< HEAD
Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/axi_ad9361_adc_enable_i0,i_system_wrapper/system_i/axi_ad9361_adc_valid_i0,i_system_wrapper/system_i/axi_ad9361_adc_data_i0[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_q0,i_system_wrapper/system_i/axi_ad9361_adc_valid_q0,i_system_wrapper/system_i/axi_ad9361_adc_data_q0[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_i1,i_system_wrapper/system_i/axi_ad9361_adc_valid_i1,i_system_wrapper/system_i/axi_ad9361_adc_data_i1[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_q1,i_system_wrapper/system_i/axi_ad9361_adc_valid_q1,i_system_wrapper/system_i/axi_ad9361_adc_data_q1[15:0]
23,23,0,1,0,899,1,0,30,1,0,14,1,0,2
24,24,0,1,1,1024,1,1,37,1,1,11,1,1,27
25,25,0,1,0,1024,1,0,37,1,0,11,1,0,27
26,26,0,1,0,1024,1,0,37,1,0,11,1,0,27
27,27,0,1,0,1024,1,0,37,1,0,11,1,0,27
28,28,0,1,1,944,1,1,-29,1,1,-19,1,1,26
29,29,0,1,0,944,1,0,-29,1,0,-19,1,0,26
30,30,0,1,0,944,1,0,-29,1,0,-19,1,0,26
31,31,0,1,0,944,1,0,-29,1,0,-19,1,0,26
32,32,0,1,1,376,1,1,-321,1,1,4,1,1,7
33,33,0,1,0,376,1,0,-321,1,0,4,1,0,7
34,34,0,1,0,376,1,0,-321,1,0,4,1,0,7
35,35,0,1,0,376,1,0,-321,1,0,4,1,0,7
36,36,0,1,1,-29,1,1,-58,1,1,-3,1,1,-5
37,37,0,1,0,-29,1,0,-58,1,0,-3,1,0,-5
38,38,0,1,0,-29,1,0,-58,1,0,-3,1,0,-5
39,39,0,1,0,-29,1,0,-58,1,0,-3,1,0,-5
40,40,0,1,1,-311,1,1,176,1,1,-6,1,1,3
41,41,0,1,0,-311,1,0,176,1,0,-6,1,0,3
42,42,0,1,0,-311,1,0,176,1,0,-6,1,0,3
43,43,0,1,0,-311,1,0,176,1,0,-6,1,0,3
44,44,0,1,1,-298,1,1,-160,1,1,13,1,1,-15
45,45,0,1,0,-298,1,0,-160,1,0,13,1,0,-15
46,46,0,1,0,-298,1,0,-160,1,0,13,1,0,-15
47,47,0,1,0,-298,1,0,-160,1,0,13,1,0,-15
48,48,0,1,1,-644,1,1,247,1,1,34,1,1,-28
49,49,0,1,0,-644,1,0,247,1,0,34,1,0,-28
50,50,0,1,0,-644,1,0,247,1,0,34,1,0,-28
51,51,0,1,0,-644,1,0,247,1,0,34,1,0,-28
52,52,0,1,1,-744,1,1,646,1,1,12,1,1,-16
53,53,0,1,0,-744,1,0,646,1,0,12,1,0,-16
54,54,0,1,0,-744,1,0,646,1,0,12,1,0,-16
55,55,0,1,0,-744,1,0,646,1,0,12,1,0,-16
56,56,0,1,1,-488,1,1,441,1,1,30,1,1,-30
57,57,0,1,0,-488,1,0,441,1,0,30,1,0,-30
58,58,0,1,0,-488,1,0,441,1,0,30,1,0,-30
59,59,0,1,0,-488,1,0,441,1,0,30,1,0,-30
60,60,0,1,1,-817,1,1,-182,1,1,26,1,1,-2
61,61,0,1,0,-817,1,0,-182,1,0,26,1,0,-2
62,62,0,1,0,-817,1,0,-182,1,0,26,1,0,-2
63,63,0,1,0,-817,1,0,-182,1,0,26,1,0,-2
64,64,0,1,1,-750,1,1,-221,1,1,11,1,1,5
65,65,0,1,0,-750,1,0,-221,1,0,11,1,0,5
66,66,0,1,0,-750,1,0,-221,1,0,11,1,0,5
67,67,0,1,0,-750,1,0,-221,1,0,11,1,0,5
68,68,0,1,1,-409,1,1,193,1,1,8,1,1,10
69,69,0,1,0,-409,1,0,193,1,0,8,1,0,10
70,70,0,1,0,-409,1,0,193,1,0,8,1,0,10
71,71,0,1,0,-409,1,0,193,1,0,8,1,0,10
72,72,0,1,1,222,1,1,590,1,1,3,1,1,2
73,73,0,1,0,222,1,0,590,1,0,3,1,0,2
74,74,0,1,0,222,1,0,590,1,0,3,1,0,2
75,75,0,1,0,222,1,0,590,1,0,3,1,0,2
76,76,0,1,1,417,1,1,746,1,1,0,1,1,-27
77,77,0,1,0,417,1,0,746,1,0,0,1,0,-27
78,78,0,1,0,417,1,0,746,1,0,0,1,0,-27
79,79,0,1,0,417,1,0,746,1,0,0,1,0,-27
80,80,0,1,1,318,1,1,501,1,1,16,1,1,-14
81,81,0,1,0,318,1,0,501,1,0,16,1,0,-14
82,82,0,1,0,318,1,0,501,1,0,16,1,0,-14
83,83,0,1,0,318,1,0,501,1,0,16,1,0,-14
84,84,0,1,1,348,1,1,368,1,1,7,1,1,23
85,85,0,1,0,348,1,0,368,1,0,7,1,0,23
86,86,0,1,0,348,1,0,368,1,0,7,1,0,23
87,87,0,1,0,348,1,0,368,1,0,7,1,0,23
88,88,0,1,1,406,1,1,-452,1,1,13,1,1,11
89,89,0,1,0,406,1,0,-452,1,0,13,1,0,11
90,90,0,1,0,406,1,0,-452,1,0,13,1,0,11
91,91,0,1,0,406,1,0,-452,1,0,13,1,0,11
92,92,0,1,1,146,1,1,-215,1,1,20,1,1,-5
93,93,0,1,0,146,1,0,-215,1,0,20,1,0,-5
94,94,0,1,0,146,1,0,-215,1,0,20,1,0,-5
95,95,0,1,0,146,1,0,-215,1,0,20,1,0,-5
96,96,0,1,1,-146,1,1,184,1,1,10,1,1,-6
97,97,0,1,0,-146,1,0,184,1,0,10,1,0,-6
98,98,0,1,0,-146,1,0,184,1,0,10,1,0,-6
99,99,0,1,0,-146,1,0,184,1,0,10,1,0,-6
100,100,0,1,1,-281,1,1,65,1,1,0,1,1,-24
101,101,0,1,0,-281,1,0,65,1,0,0,1,0,-24
102,102,0,1,0,-281,1,0,65,1,0,0,1,0,-24
103,103,0,1,0,-281,1,0,65,1,0,0,1,0,-24
104,104,0,1,1,-400,1,1,48,1,1,16,1,1,-1
105,105,0,1,0,-400,1,0,48,1,0,16,1,0,-1
106,106,0,1,0,-400,1,0,48,1,0,16,1,0,-1
107,107,0,1,0,-400,1,0,48,1,0,16,1,0,-1
108,108,0,1,1,1,1,1,-146,1,1,8,1,1,11
109,109,0,1,0,1,1,0,-146,1,0,8,1,0,11
110,110,0,1,0,1,1,0,-146,1,0,8,1,0,11
111,111,0,1,0,1,1,0,-146,1,0,8,1,0,11
112,112,0,1,1,-417,1,1,-235,1,1,9,1,1,-11
113,113,0,1,0,-417,1,0,-235,1,0,9,1,0,-11
114,114,0,1,0,-417,1,0,-235,1,0,9,1,0,-11
115,115,0,1,0,-417,1,0,-235,1,0,9,1,0,-11
116,116,0,1,1,-314,1,1,-427,1,1,-16,1,1,-5
117,117,0,1,0,-314,1,0,-427,1,0,-16,1,0,-5
118,118,0,1,0,-314,1,0,-427,1,0,-16,1,0,-5
119,119,0,1,0,-314,1,0,-427,1,0,-16,1,0,-5
120,120,0,1,1,240,1,1,-88,1,1,-3,1,1,-10
121,121,0,1,0,240,1,0,-88,1,0,-3,1,0,-10
122,122,0,1,0,240,1,0,-88,1,0,-3,1,0,-10
123,123,0,1,0,240,1,0,-88,1,0,-3,1,0,-10
124,124,0,1,1,503,1,1,261,1,1,10,1,1,-9
125,125,0,1,0,503,1,0,261,1,0,10,1,0,-9
126,126,0,1,0,503,1,0,261,1,0,10,1,0,-9
127,127,0,1,0,503,1,0,261,1,0,10,1,0,-9
128,128,0,1,1,208,1,1,-21,1,1,3,1,1,-4
129,129,0,1,0,208,1,0,-21,1,0,3,1,0,-4
130,130,0,1,0,208,1,0,-21,1,0,3,1,0,-4
131,131,0,1,0,208,1,0,-21,1,0,3,1,0,-4
132,132,0,1,1,-609,1,1,-686,1,1,23,1,1,8
133,133,0,1,0,-609,1,0,-686,1,0,23,1,0,8
134,134,0,1,0,-609,1,0,-686,1,0,23,1,0,8
135,135,0,1,0,-609,1,0,-686,1,0,23,1,0,8
136,136,0,1,1,-353,1,1,-416,1,1,-5,1,1,-8
137,137,0,1,0,-353,1,0,-416,1,0,-5,1,0,-8
138,138,0,1,0,-353,1,0,-416,1,0,-5,1,0,-8
139,139,0,1,0,-353,1,0,-416,1,0,-5,1,0,-8
140,140,0,1,1,-279,1,1,75,1,1,-3,1,1,-8
141,141,0,1,0,-279,1,0,75,1,0,-3,1,0,-8
142,142,0,1,0,-279,1,0,75,1,0,-3,1,0,-8
143,143,0,1,0,-279,1,0,75,1,0,-3,1,0,-8
144,144,0,1,1,-573,1,1,475,1,1,23,1,1,-2
145,145,0,1,0,-573,1,0,475,1,0,23,1,0,-2
146,146,0,1,0,-573,1,0,475,1,0,23,1,0,-2
147,147,0,1,0,-573,1,0,475,1,0,23,1,0,-2
148,148,0,1,1,-66,1,1,237,1,1,-15,1,1,24
149,149,0,1,0,-66,1,0,237,1,0,-15,1,0,24
150,150,0,1,0,-66,1,0,237,1,0,-15,1,0,24
151,151,0,1,0,-66,1,0,237,1,0,-15,1,0,24
152,152,0,1,1,368,1,1,-325,1,1,-29,1,1,-7
153,153,0,1,0,368,1,0,-325,1,0,-29,1,0,-7
154,154,0,1,0,368,1,0,-325,1,0,-29,1,0,-7
155,155,0,1,0,368,1,0,-325,1,0,-29,1,0,-7
156,156,0,1,1,476,1,1,70,1,1,-9,1,1,-7
157,157,0,1,0,476,1,0,70,1,0,-9,1,0,-7
158,158,0,1,0,476,1,0,70,1,0,-9,1,0,-7
159,159,0,1,0,476,1,0,70,1,0,-9,1,0,-7
160,160,0,1,1,308,1,1,470,1,1,-8,1,1,-7
161,161,0,1,0,308,1,0,470,1,0,-8,1,0,-7
162,162,0,1,0,308,1,0,470,1,0,-8,1,0,-7
163,163,0,1,0,308,1,0,470,1,0,-8,1,0,-7
164,164,0,1,1,-164,1,1,405,1,1,-21,1,1,-22
165,165,0,1,0,-164,1,0,405,1,0,-21,1,0,-22
166,166,0,1,0,-164,1,0,405,1,0,-21,1,0,-22
167,167,0,1,0,-164,1,0,405,1,0,-21,1,0,-22
168,168,0,1,1,-502,1,1,81,1,1,5,1,1,-29
169,169,0,1,0,-502,1,0,81,1,0,5,1,0,-29
170,170,0,1,0,-502,1,0,81,1,0,5,1,0,-29
171,171,0,1,0,-502,1,0,81,1,0,5,1,0,-29
172,172,0,1,1,-671,1,1,-618,1,1,22,1,1,-23
173,173,0,1,0,-671,1,0,-618,1,0,22,1,0,-23
174,174,0,1,0,-671,1,0,-618,1,0,22,1,0,-23
175,175,0,1,0,-671,1,0,-618,1,0,22,1,0,-23
176,176,0,1,1,-705,1,1,-460,1,1,-9,1,1,-9
177,177,0,1,0,-705,1,0,-460,1,0,-9,1,0,-9
178,178,0,1,0,-705,1,0,-460,1,0,-9,1,0,-9
179,179,0,1,0,-705,1,0,-460,1,0,-9,1,0,-9
180,180,0,1,1,-421,1,1,-89,1,1,-19,1,1,-17
181,181,0,1,0,-421,1,0,-89,1,0,-19,1,0,-17
182,182,0,1,0,-421,1,0,-89,1,0,-19,1,0,-17
183,183,0,1,0,-421,1,0,-89,1,0,-19,1,0,-17
184,184,0,1,1,67,1,1,-209,1,1,-33,1,1,-26
185,185,0,1,0,67,1,0,-209,1,0,-33,1,0,-26
186,186,0,1,0,67,1,0,-209,1,0,-33,1,0,-26
187,187,0,1,0,67,1,0,-209,1,0,-33,1,0,-26
188,188,0,1,1,-114,1,1,-554,1,1,5,1,1,-8
189,189,0,1,0,-114,1,0,-554,1,0,5,1,0,-8
190,190,0,1,0,-114,1,0,-554,1,0,5,1,0,-8
191,191,0,1,0,-114,1,0,-554,1,0,5,1,0,-8
192,192,0,1,1,288,1,1,-17,1,1,6,1,1,-9
193,193,0,1,0,288,1,0,-17,1,0,6,1,0,-9
194,194,0,1,0,288,1,0,-17,1,0,6,1,0,-9
195,195,0,1,0,288,1,0,-17,1,0,6,1,0,-9
196,196,0,1,1,292,1,1,572,1,1,41,1,1,-8
197,197,0,1,0,292,1,0,572,1,0,41,1,0,-8
198,198,0,1,0,292,1,0,572,1,0,41,1,0,-8
199,199,0,1,0,292,1,0,572,1,0,41,1,0,-8
200,200,0,1,1,-161,1,1,179,1,1,7,1,1,22
201,201,0,1,0,-161,1,0,179,1,0,7,1,0,22
202,202,0,1,0,-161,1,0,179,1,0,7,1,0,22
203,203,0,1,0,-161,1,0,179,1,0,7,1,0,22
204,204,0,1,1,70,1,1,-405,1,1,3,1,1,12
205,205,0,1,0,70,1,0,-405,1,0,3,1,0,12
206,206,0,1,0,70,1,0,-405,1,0,3,1,0,12
207,207,0,1,0,70,1,0,-405,1,0,3,1,0,12
208,208,0,1,1,-234,1,1,-21,1,1,-4,1,1,16
209,209,0,1,0,-234,1,0,-21,1,0,-4,1,0,16
210,210,0,1,0,-234,1,0,-21,1,0,-4,1,0,16
211,211,0,1,0,-234,1,0,-21,1,0,-4,1,0,16
212,212,0,1,1,-242,1,1,198,1,1,-20,1,1,20
213,213,0,1,0,-242,1,0,198,1,0,-20,1,0,20
214,214,0,1,0,-242,1,0,198,1,0,-20,1,0,20
215,215,0,1,0,-242,1,0,198,1,0,-20,1,0,20
216,216,0,1,1,-448,1,1,32,1,1,0,1,1,8
217,217,0,1,0,-448,1,0,32,1,0,0,1,0,8
218,218,0,1,0,-448,1,0,32,1,0,0,1,0,8
219,219,0,1,0,-448,1,0,32,1,0,0,1,0,8
220,220,0,1,1,-474,1,1,-78,1,1,19,1,1,8
221,221,0,1,0,-474,1,0,-78,1,0,19,1,0,8
222,222,0,1,0,-474,1,0,-78,1,0,19,1,0,8
223,223,0,1,0,-474,1,0,-78,1,0,19,1,0,8
224,224,0,1,1,112,1,1,13,1,1,8,1,1,7
225,225,0,1,0,112,1,0,13,1,0,8,1,0,7
226,226,0,1,0,112,1,0,13,1,0,8,1,0,7
227,227,0,1,0,112,1,0,13,1,0,8,1,0,7
228,228,0,1,1,23,1,1,103,1,1,30,1,1,6
229,229,0,1,0,23,1,0,103,1,0,30,1,0,6
230,230,0,1,0,23,1,0,103,1,0,30,1,0,6
231,231,0,1,0,23,1,0,103,1,0,30,1,0,6
232,232,0,1,1,-297,1,1,15,1,1,13,1,1,9
233,233,0,1,0,-297,1,0,15,1,0,13,1,0,9
234,234,0,1,0,-297,1,0,15,1,0,13,1,0,9
235,235,0,1,0,-297,1,0,15,1,0,13,1,0,9
236,236,0,1,1,-427,1,1,158,1,1,0,1,1,-9
237,237,0,1,0,-427,1,0,158,1,0,0,1,0,-9
238,238,0,1,0,-427,1,0,158,1,0,0,1,0,-9
239,239,0,1,0,-427,1,0,158,1,0,0,1,0,-9
240,240,0,1,1,-290,1,1,388,1,1,-2,1,1,3
241,241,0,1,0,-290,1,0,388,1,0,-2,1,0,3
242,242,0,1,0,-290,1,0,388,1,0,-2,1,0,3
243,243,0,1,0,-290,1,0,388,1,0,-2,1,0,3
244,244,0,1,1,-288,1,1,-335,1,1,-3,1,1,23
245,245,0,1,0,-288,1,0,-335,1,0,-3,1,0,23
246,246,0,1,0,-288,1,0,-335,1,0,-3,1,0,23
247,247,0,1,0,-288,1,0,-335,1,0,-3,1,0,23
248,248,0,1,1,-198,1,1,-183,1,1,-8,1,1,12
249,249,0,1,0,-198,1,0,-183,1,0,-8,1,0,12
250,250,0,1,0,-198,1,0,-183,1,0,-8,1,0,12
251,251,0,1,0,-198,1,0,-183,1,0,-8,1,0,12
252,252,0,1,1,92,1,1,271,1,1,3,1,1,-15
253,253,0,1,0,92,1,0,271,1,0,3,1,0,-15
254,254,0,1,0,92,1,0,271,1,0,3,1,0,-15
255,255,0,1,0,92,1,0,271,1,0,3,1,0,-15
256,256,0,1,1,-207,1,1,87,1,1,-15,1,1,-5
257,257,0,1,0,-207,1,0,87,1,0,-15,1,0,-5
258,258,0,1,0,-207,1,0,87,1,0,-15,1,0,-5
259,259,0,1,0,-207,1,0,87,1,0,-15,1,0,-5
260,260,0,1,1,-354,1,1,-50,1,1,3,1,1,17
261,261,0,1,0,-354,1,0,-50,1,0,3,1,0,17
262,262,0,1,0,-354,1,0,-50,1,0,3,1,0,17
263,263,0,1,0,-354,1,0,-50,1,0,3,1,0,17
264,264,0,1,1,264,1,1,216,1,1,13,1,1,-20
265,265,0,1,0,264,1,0,216,1,0,13,1,0,-20
266,266,0,1,0,264,1,0,216,1,0,13,1,0,-20
267,267,0,1,0,264,1,0,216,1,0,13,1,0,-20
268,268,0,1,1,625,1,1,82,1,1,0,1,1,-26
269,269,0,1,0,625,1,0,82,1,0,0,1,0,-26
270,270,0,1,0,625,1,0,82,1,0,0,1,0,-26
271,271,0,1,0,625,1,0,82,1,0,0,1,0,-26
272,272,0,1,1,290,1,1,195,1,1,3,1,1,-21
273,273,0,1,0,290,1,0,195,1,0,3,1,0,-21
274,274,0,1,0,290,1,0,195,1,0,3,1,0,-21
275,275,0,1,0,290,1,0,195,1,0,3,1,0,-21
276,276,0,1,1,115,1,1,-278,1,1,-9,1,1,-15
277,277,0,1,0,115,1,0,-278,1,0,-9,1,0,-15
278,278,0,1,0,115,1,0,-278,1,0,-9,1,0,-15
279,279,0,1,0,115,1,0,-278,1,0,-9,1,0,-15
280,280,0,1,1,167,1,1,-732,1,1,5,1,1,18
281,281,0,1,0,167,1,0,-732,1,0,5,1,0,18
282,282,0,1,0,167,1,0,-732,1,0,5,1,0,18
283,283,0,1,0,167,1,0,-732,1,0,5,1,0,18
284,284,0,1,1,285,1,1,-697,1,1,9,1,1,54
285,285,0,1,0,285,1,0,-697,1,0,9,1,0,54
286,286,0,1,0,285,1,0,-697,1,0,9,1,0,54
287,287,0,1,0,285,1,0,-697,1,0,9,1,0,54
288,288,0,1,1,10,1,1,-328,1,1,-8,1,1,9
289,289,0,1,0,10,1,0,-328,1,0,-8,1,0,9
290,290,0,1,0,10,1,0,-328,1,0,-8,1,0,9
291,291,0,1,0,10,1,0,-328,1,0,-8,1,0,9
292,292,0,1,1,316,1,1,453,1,1,0,1,1,-12
293,293,0,1,0,316,1,0,453,1,0,0,1,0,-12
294,294,0,1,0,316,1,0,453,1,0,0,1,0,-12
295,295,0,1,0,316,1,0,453,1,0,0,1,0,-12
296,296,0,1,1,223,1,1,55,1,1,32,1,1,-21
297,297,0,1,0,223,1,0,55,1,0,32,1,0,-21
298,298,0,1,0,223,1,0,55,1,0,32,1,0,-21
299,299,0,1,0,223,1,0,55,1,0,32,1,0,-21
300,300,0,1,1,308,1,1,224,1,1,32,1,1,15
301,301,0,1,0,308,1,0,224,1,0,32,1,0,15
302,302,0,1,0,308,1,0,224,1,0,32,1,0,15
303,303,0,1,0,308,1,0,224,1,0,32,1,0,15
304,304,0,1,1,709,1,1,903,1,1,0,1,1,13
305,305,0,1,0,709,1,0,903,1,0,0,1,0,13
306,306,0,1,0,709,1,0,903,1,0,0,1,0,13
307,307,0,1,0,709,1,0,903,1,0,0,1,0,13
308,308,0,1,1,665,1,1,605,1,1,1,1,1,6
309,309,0,1,0,665,1,0,605,1,0,1,1,0,6
310,310,0,1,0,665,1,0,605,1,0,1,1,0,6
311,311,0,1,0,665,1,0,605,1,0,1,1,0,6
312,312,0,1,1,449,1,1,10,1,1,-12,1,1,-10
313,313,0,1,0,449,1,0,10,1,0,-12,1,0,-10
314,314,0,1,0,449,1,0,10,1,0,-12,1,0,-10
315,315,0,1,0,449,1,0,10,1,0,-12,1,0,-10
316,316,0,1,1,-2,1,1,65,1,1,-13,1,1,33
317,317,0,1,0,-2,1,0,65,1,0,-13,1,0,33
318,318,0,1,0,-2,1,0,65,1,0,-13,1,0,33
319,319,0,1,0,-2,1,0,65,1,0,-13,1,0,33
320,320,0,1,1,9,1,1,252,1,1,11,1,1,38
321,321,0,1,0,9,1,0,252,1,0,11,1,0,38
322,322,0,1,0,9,1,0,252,1,0,11,1,0,38
323,323,0,1,0,9,1,0,252,1,0,11,1,0,38
324,324,0,1,1,-63,1,1,26,1,1,26,1,1,24
325,325,0,1,0,-63,1,0,26,1,0,26,1,0,24
326,326,0,1,0,-63,1,0,26,1,0,26,1,0,24
327,327,0,1,0,-63,1,0,26,1,0,26,1,0,24
328,328,0,1,1,-462,1,1,572,1,1,5,1,1,-1
329,329,0,1,0,-462,1,0,572,1,0,5,1,0,-1
330,330,0,1,0,-462,1,0,572,1,0,5,1,0,-1
331,331,0,1,0,-462,1,0,572,1,0,5,1,0,-1
332,332,0,1,1,-163,1,1,536,1,1,-9,1,1,8
333,333,0,1,0,-163,1,0,536,1,0,-9,1,0,8
334,334,0,1,0,-163,1,0,536,1,0,-9,1,0,8
335,335,0,1,0,-163,1,0,536,1,0,-9,1,0,8
336,336,0,1,1,39,1,1,-24,1,1,16,1,1,-3
337,337,0,1,0,39,1,0,-24,1,0,16,1,0,-3
338,338,0,1,0,39,1,0,-24,1,0,16,1,0,-3
339,339,0,1,0,39,1,0,-24,1,0,16,1,0,-3
340,340,0,1,1,-340,1,1,-236,1,1,-14,1,1,-8
341,341,0,1,0,-340,1,0,-236,1,0,-14,1,0,-8
342,342,0,1,0,-340,1,0,-236,1,0,-14,1,0,-8
343,343,0,1,0,-340,1,0,-236,1,0,-14,1,0,-8
344,344,0,1,1,-549,1,1,-152,1,1,-4,1,1,-12
345,345,0,1,0,-549,1,0,-152,1,0,-4,1,0,-12
346,346,0,1,0,-549,1,0,-152,1,0,-4,1,0,-12
347,347,0,1,0,-549,1,0,-152,1,0,-4,1,0,-12
348,348,0,1,1,-45,1,1,287,1,1,-3,1,1,0
349,349,0,1,0,-45,1,0,287,1,0,-3,1,0,0
350,350,0,1,0,-45,1,0,287,1,0,-3,1,0,0
351,351,0,1,0,-45,1,0,287,1,0,-3,1,0,0
352,352,0,1,1,646,1,1,190,1,1,-18,1,1,12
353,353,0,1,0,646,1,0,190,1,0,-18,1,0,12
354,354,0,1,0,646,1,0,190,1,0,-18,1,0,12
355,355,0,1,0,646,1,0,190,1,0,-18,1,0,12
356,356,0,1,1,907,1,1,377,1,1,7,1,1,34
357,357,0,1,0,907,1,0,377,1,0,7,1,0,34
358,358,0,1,0,907,1,0,377,1,0,7,1,0,34
359,359,0,1,0,907,1,0,377,1,0,7,1,0,34
360,360,0,1,1,498,1,1,578,1,1,11,1,1,27
361,361,0,1,0,498,1,0,578,1,0,11,1,0,27
362,362,0,1,0,498,1,0,578,1,0,11,1,0,27
363,363,0,1,0,498,1,0,578,1,0,11,1,0,27
364,364,0,1,1,383,1,1,427,1,1,-7,1,1,-17
365,365,0,1,0,383,1,0,427,1,0,-7,1,0,-17
366,366,0,1,0,383,1,0,427,1,0,-7,1,0,-17
367,367,0,1,0,383,1,0,427,1,0,-7,1,0,-17
368,368,0,1,1,427,1,1,318,1,1,5,1,1,-8
369,369,0,1,0,427,1,0,318,1,0,5,1,0,-8
370,370,0,1,0,427,1,0,318,1,0,5,1,0,-8
371,371,0,1,0,427,1,0,318,1,0,5,1,0,-8
372,372,0,1,1,357,1,1,-200,1,1,23,1,1,9
373,373,0,1,0,357,1,0,-200,1,0,23,1,0,9
374,374,0,1,0,357,1,0,-200,1,0,23,1,0,9
375,375,0,1,0,357,1,0,-200,1,0,23,1,0,9
376,376,0,1,1,159,1,1,-107,1,1,14,1,1,-1
377,377,0,1,0,159,1,0,-107,1,0,14,1,0,-1
378,378,0,1,0,159,1,0,-107,1,0,14,1,0,-1
379,379,0,1,0,159,1,0,-107,1,0,14,1,0,-1
380,380,0,1,1,-113,1,1,131,1,1,2,1,1,-17
381,381,0,1,0,-113,1,0,131,1,0,2,1,0,-17
382,382,0,1,0,-113,1,0,131,1,0,2,1,0,-17
383,383,0,1,0,-113,1,0,131,1,0,2,1,0,-17
384,384,0,1,1,198,1,1,-84,1,1,3,1,1,1
385,385,0,1,0,198,1,0,-84,1,0,3,1,0,1
386,386,0,1,0,198,1,0,-84,1,0,3,1,0,1
387,387,0,1,0,198,1,0,-84,1,0,3,1,0,1
388,388,0,1,1,104,1,1,-107,1,1,18,1,1,1
389,389,0,1,0,104,1,0,-107,1,0,18,1,0,1
390,390,0,1,0,104,1,0,-107,1,0,18,1,0,1
391,391,0,1,0,104,1,0,-107,1,0,18,1,0,1
392,392,0,1,1,48,1,1,246,1,1,-14,1,1,13
393,393,0,1,0,48,1,0,246,1,0,-14,1,0,13
394,394,0,1,0,48,1,0,246,1,0,-14,1,0,13
395,395,0,1,0,48,1,0,246,1,0,-14,1,0,13
396,396,0,1,1,240,1,1,42,1,1,-19,1,1,6
397,397,0,1,0,240,1,0,42,1,0,-19,1,0,6
398,398,0,1,0,240,1,0,42,1,0,-19,1,0,6
399,399,0,1,0,240,1,0,42,1,0,-19,1,0,6
400,400,0,1,1,-616,1,1,-234,1,1,-6,1,1,11
401,401,0,1,0,-616,1,0,-234,1,0,-6,1,0,11
402,402,0,1,0,-616,1,0,-234,1,0,-6,1,0,11
403,403,0,1,0,-616,1,0,-234,1,0,-6,1,0,11
404,404,0,1,1,-731,1,1,-106,1,1,-37,1,1,11
405,405,0,1,0,-731,1,0,-106,1,0,-37,1,0,11
406,406,0,1,0,-731,1,0,-106,1,0,-37,1,0,11
407,407,0,1,0,-731,1,0,-106,1,0,-37,1,0,11
408,408,0,1,1,-446,1,1,-225,1,1,21,1,1,7
409,409,0,1,0,-446,1,0,-225,1,0,21,1,0,7
410,410,0,1,0,-446,1,0,-225,1,0,21,1,0,7
411,411,0,1,0,-446,1,0,-225,1,0,21,1,0,7
412,412,0,1,1,-1120,1,1,-242,1,1,12,1,1,-5
413,413,0,1,0,-1120,1,0,-242,1,0,12,1,0,-5
