<<<<<<< HEAD
Sample in Buffer,Sample in Window,TRIGGER,i_system_wrapper/system_i/axi_ad9361_adc_enable_i0,i_system_wrapper/system_i/axi_ad9361_adc_valid_i0,i_system_wrapper/system_i/axi_ad9361_adc_data_i0[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_q0,i_system_wrapper/system_i/axi_ad9361_adc_valid_q0,i_system_wrapper/system_i/axi_ad9361_adc_data_q0[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_i1,i_system_wrapper/system_i/axi_ad9361_adc_valid_i1,i_system_wrapper/system_i/axi_ad9361_adc_data_i1[15:0],i_system_wrapper/system_i/axi_ad9361_adc_enable_q1,i_system_wrapper/system_i/axi_ad9361_adc_valid_q1,i_system_wrapper/system_i/axi_ad9361_adc_data_q1[15:0]
76,76,0,1,0,-503,1,0,-479,1,0,6,1,0,-4
77,77,0,1,1,-530,1,1,-574,1,1,-7,1,1,3
78,78,0,1,0,-530,1,0,-574,1,0,-7,1,0,3
79,79,0,1,0,-530,1,0,-574,1,0,-7,1,0,3
80,80,0,1,0,-530,1,0,-574,1,0,-7,1,0,3
81,81,0,1,1,-486,1,1,-87,1,1,-9,1,1,-12
82,82,0,1,0,-486,1,0,-87,1,0,-9,1,0,-12
83,83,0,1,0,-486,1,0,-87,1,0,-9,1,0,-12
84,84,0,1,0,-486,1,0,-87,1,0,-9,1,0,-12
85,85,0,1,1,-396,1,1,378,1,1,28,1,1,-10
86,86,0,1,0,-396,1,0,378,1,0,28,1,0,-10
87,87,0,1,0,-396,1,0,378,1,0,28,1,0,-10
88,88,0,1,0,-396,1,0,378,1,0,28,1,0,-10
89,89,0,1,1,231,1,1,406,1,1,20,1,1,-8
90,90,0,1,0,231,1,0,406,1,0,20,1,0,-8
91,91,0,1,0,231,1,0,406,1,0,20,1,0,-8
92,92,0,1,0,231,1,0,406,1,0,20,1,0,-8
93,93,0,1,1,313,1,1,322,1,1,-3,1,1,9
94,94,0,1,0,313,1,0,322,1,0,-3,1,0,9
95,95,0,1,0,313,1,0,322,1,0,-3,1,0,9
96,96,0,1,0,313,1,0,322,1,0,-3,1,0,9
97,97,0,1,1,-315,1,1,441,1,1,-15,1,1,6
98,98,0,1,0,-315,1,0,441,1,0,-15,1,0,6
99,99,0,1,0,-315,1,0,441,1,0,-15,1,0,6
100,100,0,1,0,-315,1,0,441,1,0,-15,1,0,6
101,101,0,1,1,-979,1,1,-345,1,1,-9,1,1,-13
102,102,0,1,0,-979,1,0,-345,1,0,-9,1,0,-13
103,103,0,1,0,-979,1,0,-345,1,0,-9,1,0,-13
104,104,0,1,0,-979,1,0,-345,1,0,-9,1,0,-13
105,105,0,1,1,-996,1,1,-581,1,1,0,1,1,-30
106,106,0,1,0,-996,1,0,-581,1,0,0,1,0,-30
107,107,0,1,0,-996,1,0,-581,1,0,0,1,0,-30
108,108,0,1,0,-996,1,0,-581,1,0,0,1,0,-30
109,109,0,1,1,-189,1,1,-123,1,1,14,1,1,1
110,110,0,1,0,-189,1,0,-123,1,0,14,1,0,1
111,111,0,1,0,-189,1,0,-123,1,0,14,1,0,1
112,112,0,1,0,-189,1,0,-123,1,0,14,1,0,1
113,113,0,1,1,354,1,1,24,1,1,4,1,1,17
114,114,0,1,0,354,1,0,24,1,0,4,1,0,17
115,115,0,1,0,354,1,0,24,1,0,4,1,0,17
116,116,0,1,0,354,1,0,24,1,0,4,1,0,17
117,117,0,1,1,157,1,1,294,1,1,33,1,1,29
118,118,0,1,0,157,1,0,294,1,0,33,1,0,29
119,119,0,1,0,157,1,0,294,1,0,33,1,0,29
120,120,0,1,0,157,1,0,294,1,0,33,1,0,29
121,121,0,1,1,-104,1,1,524,1,1,27,1,1,1
122,122,0,1,0,-104,1,0,524,1,0,27,1,0,1
123,123,0,1,0,-104,1,0,524,1,0,27,1,0,1
124,124,0,1,0,-104,1,0,524,1,0,27,1,0,1
125,125,0,1,1,67,1,1,307,1,1,2,1,1,-1
126,126,0,1,0,67,1,0,307,1,0,2,1,0,-1
127,127,0,1,0,67,1,0,307,1,0,2,1,0,-1
128,128,0,1,0,67,1,0,307,1,0,2,1,0,-1
129,129,0,1,1,507,1,1,-42,1,1,-2,1,1,14
130,130,0,1,0,507,1,0,-42,1,0,-2,1,0,14
131,131,0,1,0,507,1,0,-42,1,0,-2,1,0,14
132,132,0,1,0,507,1,0,-42,1,0,-2,1,0,14
133,133,0,1,1,507,1,1,-249,1,1,6,1,1,4
134,134,0,1,0,507,1,0,-249,1,0,6,1,0,4
135,135,0,1,0,507,1,0,-249,1,0,6,1,0,4
136,136,0,1,0,507,1,0,-249,1,0,6,1,0,4
137,137,0,1,1,559,1,1,103,1,1,11,1,1,-5
138,138,0,1,0,559,1,0,103,1,0,11,1,0,-5
139,139,0,1,0,559,1,0,103,1,0,11,1,0,-5
140,140,0,1,0,559,1,0,103,1,0,11,1,0,-5
141,141,0,1,1,186,1,1,-73,1,1,-5,1,1,-34
142,142,0,1,0,186,1,0,-73,1,0,-5,1,0,-34
143,143,0,1,0,186,1,0,-73,1,0,-5,1,0,-34
144,144,0,1,0,186,1,0,-73,1,0,-5,1,0,-34
145,145,0,1,1,-946,1,1,-476,1,1,-4,1,1,-12
146,146,0,1,0,-946,1,0,-476,1,0,-4,1,0,-12
147,147,0,1,0,-946,1,0,-476,1,0,-4,1,0,-12
148,148,0,1,0,-946,1,0,-476,1,0,-4,1,0,-12
149,149,0,1,1,127,1,1,-433,1,1,-15,1,1,-6
150,150,0,1,0,127,1,0,-433,1,0,-15,1,0,-6
151,151,0,1,0,127,1,0,-433,1,0,-15,1,0,-6
152,152,0,1,0,127,1,0,-433,1,0,-15,1,0,-6
153,153,0,1,1,403,1,1,-519,1,1,-24,1,1,10
154,154,0,1,0,403,1,0,-519,1,0,-24,1,0,10
155,155,0,1,0,403,1,0,-519,1,0,-24,1,0,10
156,156,0,1,0,403,1,0,-519,1,0,-24,1,0,10
157,157,0,1,1,216,1,1,-347,1,1,-18,1,1,23
158,158,0,1,0,216,1,0,-347,1,0,-18,1,0,23
159,159,0,1,0,216,1,0,-347,1,0,-18,1,0,23
160,160,0,1,0,216,1,0,-347,1,0,-18,1,0,23
161,161,0,1,1,520,1,1,-59,1,1,3,1,1,11
162,162,0,1,0,520,1,0,-59,1,0,3,1,0,11
163,163,0,1,0,520,1,0,-59,1,0,3,1,0,11
164,164,0,1,0,520,1,0,-59,1,0,3,1,0,11
165,165,0,1,1,678,1,1,-207,1,1,2,1,1,10
166,166,0,1,0,678,1,0,-207,1,0,2,1,0,10
167,167,0,1,0,678,1,0,-207,1,0,2,1,0,10
168,168,0,1,0,678,1,0,-207,1,0,2,1,0,10
169,169,0,1,1,410,1,1,-18,1,1,2,1,1,-27
170,170,0,1,0,410,1,0,-18,1,0,2,1,0,-27
171,171,0,1,0,410,1,0,-18,1,0,2,1,0,-27
172,172,0,1,0,410,1,0,-18,1,0,2,1,0,-27
173,173,0,1,1,88,1,1,254,1,1,-17,1,1,3
174,174,0,1,0,88,1,0,254,1,0,-17,1,0,3
175,175,0,1,0,88,1,0,254,1,0,-17,1,0,3
176,176,0,1,0,88,1,0,254,1,0,-17,1,0,3
177,177,0,1,1,180,1,1,-227,1,1,-5,1,1,53
178,178,0,1,0,180,1,0,-227,1,0,-5,1,0,53
179,179,0,1,0,180,1,0,-227,1,0,-5,1,0,53
180,180,0,1,0,180,1,0,-227,1,0,-5,1,0,53
181,181,0,1,1,-88,1,1,-327,1,1,15,1,1,8
182,182,0,1,0,-88,1,0,-327,1,0,15,1,0,8
183,183,0,1,0,-88,1,0,-327,1,0,15,1,0,8
184,184,0,1,0,-88,1,0,-327,1,0,15,1,0,8
185,185,0,1,1,55,1,1,241,1,1,6,1,1,-1
186,186,0,1,0,55,1,0,241,1,0,6,1,0,-1
187,187,0,1,0,55,1,0,241,1,0,6,1,0,-1
188,188,0,1,0,55,1,0,241,1,0,6,1,0,-1
189,189,0,1,1,95,1,1,315,1,1,-4,1,1,4
190,190,0,1,0,95,1,0,315,1,0,-4,1,0,4
191,191,0,1,0,95,1,0,315,1,0,-4,1,0,4
192,192,0,1,0,95,1,0,315,1,0,-4,1,0,4
193,193,0,1,1,155,1,1,187,1,1,9,1,1,-17
194,194,0,1,0,155,1,0,187,1,0,9,1,0,-17
195,195,0,1,0,155,1,0,187,1,0,9,1,0,-17
196,196,0,1,0,155,1,0,187,1,0,9,1,0,-17
197,197,0,1,1,556,1,1,149,1,1,-4,1,1,-11
198,198,0,1,0,556,1,0,149,1,0,-4,1,0,-11
199,199,0,1,0,556,1,0,149,1,0,-4,1,0,-11
200,200,0,1,0,556,1,0,149,1,0,-4,1,0,-11
201,201,0,1,1,388,1,1,-165,1,1,17,1,1,-9
202,202,0,1,0,388,1,0,-165,1,0,17,1,0,-9
203,203,0,1,0,388,1,0,-165,1,0,17,1,0,-9
204,204,0,1,0,388,1,0,-165,1,0,17,1,0,-9
205,205,0,1,1,358,1,1,-322,1,1,25,1,1,-8
206,206,0,1,0,358,1,0,-322,1,0,25,1,0,-8
207,207,0,1,0,358,1,0,-322,1,0,25,1,0,-8
208,208,0,1,0,358,1,0,-322,1,0,25,1,0,-8
209,209,0,1,1,774,1,1,-633,1,1,20,1,1,-20
210,210,0,1,0,774,1,0,-633,1,0,20,1,0,-20
211,211,0,1,0,774,1,0,-633,1,0,20,1,0,-20
212,212,0,1,0,774,1,0,-633,1,0,20,1,0,-20
213,213,0,1,1,368,1,1,-181,1,1,14,1,1,-6
214,214,0,1,0,368,1,0,-181,1,0,14,1,0,-6
215,215,0,1,0,368,1,0,-181,1,0,14,1,0,-6
216,216,0,1,0,368,1,0,-181,1,0,14,1,0,-6
217,217,0,1,1,-131,1,1,197,1,1,-8,1,1,-4
218,218,0,1,0,-131,1,0,197,1,0,-8,1,0,-4
219,219,0,1,0,-131,1,0,197,1,0,-8,1,0,-4
220,220,0,1,0,-131,1,0,197,1,0,-8,1,0,-4
221,221,0,1,1,201,1,1,240,1,1,-25,1,1,-11
222,222,0,1,0,201,1,0,240,1,0,-25,1,0,-11
223,223,0,1,0,201,1,0,240,1,0,-25,1,0,-11
224,224,0,1,0,201,1,0,240,1,0,-25,1,0,-11
225,225,0,1,1,52,1,1,24,1,1,10,1,1,-14
226,226,0,1,0,52,1,0,24,1,0,10,1,0,-14
227,227,0,1,0,52,1,0,24,1,0,10,1,0,-14
228,228,0,1,0,52,1,0,24,1,0,10,1,0,-14
229,229,0,1,1,-395,1,1,-312,1,1,0,1,1,-10
230,230,0,1,0,-395,1,0,-312,1,0,0,1,0,-10
231,231,0,1,0,-395,1,0,-312,1,0,0,1,0,-10
232,232,0,1,0,-395,1,0,-312,1,0,0,1,0,-10
233,233,0,1,1,-526,1,1,212,1,1,13,1,1,-2
234,234,0,1,0,-526,1,0,212,1,0,13,1,0,-2
235,235,0,1,0,-526,1,0,212,1,0,13,1,0,-2
236,236,0,1,0,-526,1,0,212,1,0,13,1,0,-2
237,237,0,1,1,-287,1,1,943,1,1,16,1,1,2
238,238,0,1,0,-287,1,0,943,1,0,16,1,0,2
239,239,0,1,0,-287,1,0,943,1,0,16,1,0,2
240,240,0,1,0,-287,1,0,943,1,0,16,1,0,2
241,241,0,1,1,196,1,1,-28,1,1,27,1,1,-1
242,242,0,1,0,196,1,0,-28,1,0,27,1,0,-1
243,243,0,1,0,196,1,0,-28,1,0,27,1,0,-1
244,244,0,1,0,196,1,0,-28,1,0,27,1,0,-1
245,245,0,1,1,87,1,1,-267,1,1,-11,1,1,-7
246,246,0,1,0,87,1,0,-267,1,0,-11,1,0,-7
247,247,0,1,0,87,1,0,-267,1,0,-11,1,0,-7
248,248,0,1,0,87,1,0,-267,1,0,-11,1,0,-7
249,249,0,1,1,-275,1,1,562,1,1,-9,1,1,-8
250,250,0,1,0,-275,1,0,562,1,0,-9,1,0,-8
251,251,0,1,0,-275,1,0,562,1,0,-9,1,0,-8
252,252,0,1,0,-275,1,0,562,1,0,-9,1,0,-8
253,253,0,1,1,-119,1,1,588,1,1,-34,1,1,2
254,254,0,1,0,-119,1,0,588,1,0,-34,1,0,2
255,255,0,1,0,-119,1,0,588,1,0,-34,1,0,2
256,256,0,1,0,-119,1,0,588,1,0,-34,1,0,2
257,257,0,1,1,195,1,1,-8,1,1,-1,1,1,9
258,258,0,1,0,195,1,0,-8,1,0,-1,1,0,9
259,259,0,1,0,195,1,0,-8,1,0,-1,1,0,9
260,260,0,1,0,195,1,0,-8,1,0,-1,1,0,9
261,261,0,1,1,277,1,1,-83,1,1,5,1,1,-17
262,262,0,1,0,277,1,0,-83,1,0,5,1,0,-17
263,263,0,1,0,277,1,0,-83,1,0,5,1,0,-17
264,264,0,1,0,277,1,0,-83,1,0,5,1,0,-17
265,265,0,1,1,391,1,1,-189,1,1,16,1,1,-13
266,266,0,1,0,391,1,0,-189,1,0,16,1,0,-13
267,267,0,1,0,391,1,0,-189,1,0,16,1,0,-13
268,268,0,1,0,391,1,0,-189,1,0,16,1,0,-13
269,269,0,1,1,823,1,1,-227,1,1,-21,1,1,-31
270,270,0,1,0,823,1,0,-227,1,0,-21,1,0,-31
271,271,0,1,0,823,1,0,-227,1,0,-21,1,0,-31
272,272,0,1,0,823,1,0,-227,1,0,-21,1,0,-31
273,273,0,1,1,309,1,1,-41,1,1,-13,1,1,-1
274,274,0,1,0,309,1,0,-41,1,0,-13,1,0,-1
275,275,0,1,0,309,1,0,-41,1,0,-13,1,0,-1
276,276,0,1,0,309,1,0,-41,1,0,-13,1,0,-1
277,277,0,1,1,283,1,1,107,1,1,-20,1,1,2
278,278,0,1,0,283,1,0,107,1,0,-20,1,0,2
279,279,0,1,0,283,1,0,107,1,0,-20,1,0,2
280,280,0,1,0,283,1,0,107,1,0,-20,1,0,2
281,281,0,1,1,557,1,1,441,1,1,-35,1,1,-25
282,282,0,1,0,557,1,0,441,1,0,-35,1,0,-25
283,283,0,1,0,557,1,0,441,1,0,-35,1,0,-25
284,284,0,1,0,557,1,0,441,1,0,-35,1,0,-25
285,285,0,1,1,31,1,1,306,1,1,22,1,1,-34
286,286,0,1,0,31,1,0,306,1,0,22,1,0,-34
287,287,0,1,0,31,1,0,306,1,0,22,1,0,-34
288,288,0,1,0,31,1,0,306,1,0,22,1,0,-34
289,289,0,1,1,-34,1,1,-155,1,1,-11,1,1,-25
290,290,0,1,0,-34,1,0,-155,1,0,-11,1,0,-25
291,291,0,1,0,-34,1,0,-155,1,0,-11,1,0,-25
292,292,0,1,0,-34,1,0,-155,1,0,-11,1,0,-25
293,293,0,1,1,-208,1,1,-334,1,1,-29,1,1,-17
294,294,0,1,0,-208,1,0,-334,1,0,-29,1,0,-17
295,295,0,1,0,-208,1,0,-334,1,0,-29,1,0,-17
296,296,0,1,0,-208,1,0,-334,1,0,-29,1,0,-17
297,297,0,1,1,158,1,1,131,1,1,-2,1,1,6
298,298,0,1,0,158,1,0,131,1,0,-2,1,0,6
299,299,0,1,0,158,1,0,131,1,0,-2,1,0,6
300,300,0,1,0,158,1,0,131,1,0,-2,1,0,6
301,301,0,1,1,418,1,1,142,1,1,17,1,1,-10
302,302,0,1,0,418,1,0,142,1,0,17,1,0,-10
303,303,0,1,0,418,1,0,142,1,0,17,1,0,-10
304,304,0,1,0,418,1,0,142,1,0,17,1,0,-10
305,305,0,1,1,-111,1,1,82,1,1,-1,1,1,2
306,306,0,1,0,-111,1,0,82,1,0,-1,1,0,2
307,307,0,1,0,-111,1,0,82,1,0,-1,1,0,2
308,308,0,1,0,-111,1,0,82,1,0,-1,1,0,2
309,309,0,1,1,-263,1,1,427,1,1,-26,1,1,16
310,310,0,1,0,-263,1,0,427,1,0,-26,1,0,16
311,311,0,1,0,-263,1,0,427,1,0,-26,1,0,16
312,312,0,1,0,-263,1,0,427,1,0,-26,1,0,16
313,313,0,1,1,530,1,1,87,1,1,-10,1,1,-5
314,314,0,1,0,530,1,0,87,1,0,-10,1,0,-5
315,315,0,1,0,530,1,0,87,1,0,-10,1,0,-5
316,316,0,1,0,530,1,0,87,1,0,-10,1,0,-5
317,317,0,1,1,396,1,1,-406,1,1,-4,1,1,-31
318,318,0,1,0,396,1,0,-406,1,0,-4,1,0,-31
319,319,0,1,0,396,1,0,-406,1,0,-4,1,0,-31
320,320,0,1,0,396,1,0,-406,1,0,-4,1,0,-31
321,321,0,1,1,198,1,1,296,1,1,6,1,1,20
322,322,0,1,0,198,1,0,296,1,0,6,1,0,20
323,323,0,1,0,198,1,0,296,1,0,6,1,0,20
324,324,0,1,0,198,1,0,296,1,0,6,1,0,20
325,325,0,1,1,115,1,1,682,1,1,-10,1,1,25
326,326,0,1,0,115,1,0,682,1,0,-10,1,0,25
327,327,0,1,0,115,1,0,682,1,0,-10,1,0,25
328,328,0,1,0,115,1,0,682,1,0,-10,1,0,25
329,329,0,1,1,-182,1,1,381,1,1,-2,1,1,-1
330,330,0,1,0,-182,1,0,381,1,0,-2,1,0,-1
331,331,0,1,0,-182,1,0,381,1,0,-2,1,0,-1
332,332,0,1,0,-182,1,0,381,1,0,-2,1,0,-1
333,333,0,1,1,-210,1,1,141,1,1,-10,1,1,-7
334,334,0,1,0,-210,1,0,141,1,0,-10,1,0,-7
335,335,0,1,0,-210,1,0,141,1,0,-10,1,0,-7
336,336,0,1,0,-210,1,0,141,1,0,-10,1,0,-7
337,337,0,1,1,-443,1,1,80,1,1,6,1,1,7
338,338,0,1,0,-443,1,0,80,1,0,6,1,0,7
339,339,0,1,0,-443,1,0,80,1,0,6,1,0,7
340,340,0,1,0,-443,1,0,80,1,0,6,1,0,7
341,341,0,1,1,-447,1,1,19,1,1,5,1,1,12
342,342,0,1,0,-447,1,0,19,1,0,5,1,0,12
343,343,0,1,0,-447,1,0,19,1,0,5,1,0,12
344,344,0,1,0,-447,1,0,19,1,0,5,1,0,12
345,345,0,1,1,3,1,1,-528,1,1,0,1,1,-7
346,346,0,1,0,3,1,0,-528,1,0,0,1,0,-7
347,347,0,1,0,3,1,0,-528,1,0,0,1,0,-7
348,348,0,1,0,3,1,0,-528,1,0,0,1,0,-7
349,349,0,1,1,-96,1,1,-76,1,1,16,1,1,-20
350,350,0,1,0,-96,1,0,-76,1,0,16,1,0,-20
351,351,0,1,0,-96,1,0,-76,1,0,16,1,0,-20
352,352,0,1,0,-96,1,0,-76,1,0,16,1,0,-20
353,353,0,1,1,338,1,1,257,1,1,31,1,1,-2
354,354,0,1,0,338,1,0,257,1,0,31,1,0,-2
355,355,0,1,0,338,1,0,257,1,0,31,1,0,-2
356,356,0,1,0,338,1,0,257,1,0,31,1,0,-2
357,357,0,1,1,481,1,1,56,1,1,9,1,1,-1
358,358,0,1,0,481,1,0,56,1,0,9,1,0,-1
359,359,0,1,0,481,1,0,56,1,0,9,1,0,-1
360,360,0,1,0,481,1,0,56,1,0,9,1,0,-1
361,361,0,1,1,321,1,1,403,1,1,4,1,1,-7
362,362,0,1,0,321,1,0,403,1,0,4,1,0,-7
363,363,0,1,0,321,1,0,403,1,0,4,1,0,-7
364,364,0,1,0,321,1,0,403,1,0,4,1,0,-7
365,365,0,1,1,291,1,1,525,1,1,6,1,1,25
366,366,0,1,0,291,1,0,525,1,0,6,1,0,25
367,367,0,1,0,291,1,0,525,1,0,6,1,0,25
368,368,0,1,0,291,1,0,525,1,0,6,1,0,25
369,369,0,1,1,218,1,1,211,1,1,-21,1,1,27
370,370,0,1,0,218,1,0,211,1,0,-21,1,0,27
371,371,0,1,0,218,1,0,211,1,0,-21,1,0,27
372,372,0,1,0,218,1,0,211,1,0,-21,1,0,27
373,373,0,1,1,572,1,1,319,1,1,32,1,1,-12
374,374,0,1,0,572,1,0,319,1,0,32,1,0,-12
375,375,0,1,0,572,1,0,319,1,0,32,1,0,-12
376,376,0,1,0,572,1,0,319,1,0,32,1,0,-12
377,377,0,1,1,935,1,1,768,1,1,21,1,1,-15
378,378,0,1,0,935,1,0,768,1,0,21,1,0,-15
379,379,0,1,0,935,1,0,768,1,0,21,1,0,-15
380,380,0,1,0,935,1,0,768,1,0,21,1,0,-15
381,381,0,1,1,744,1,1,671,1,1,13,1,1,-25
382,382,0,1,0,744,1,0,671,1,0,13,1,0,-25
383,383,0,1,0,744,1,0,671,1,0,13,1,0,-25
384,384,0,1,0,744,1,0,671,1,0,13,1,0,-25
385,385,0,1,1,375,1,1,58,1,1,-1,1,1,-7
386,386,0,1,0,375,1,0,58,1,0,-1,1,0,-7
387,387,0,1,0,375,1,0,58,1,0,-1,1,0,-7
388,388,0,1,0,375,1,0,58,1,0,-1,1,0,-7
389,389,0,1,1,108,1,1,237,1,1,-14,1,1,1
390,390,0,1,0,108,1,0,237,1,0,-14,1,0,1
391,391,0,1,0,108,1,0,237,1,0,-14,1,0,1
392,392,0,1,0,108,1,0,237,1,0,-14,1,0,1
393,393,0,1,1,168,1,1,38,1,1,24,1,1,0
394,394,0,1,0,168,1,0,38,1,0,24,1,0,0
395,395,0,1,0,168,1,0,38,1,0,24,1,0,0
396,396,0,1,0,168,1,0,38,1,0,24,1,0,0
397,397,0,1,1,-194,1,1,131,1,1,7,1,1,29
398,398,0,1,0,-194,1,0,131,1,0,7,1,0,29
399,399,0,1,0,-194,1,0,131,1,0,7,1,0,29
400,400,0,1,0,-194,1,0,131,1,0,7,1,0,29
401,401,0,1,1,-282,1,1,710,1,1,3,1,1,17
402,402,0,1,0,-282,1,0,710,1,0,3,1,0,17
403,403,0,1,0,-282,1,0,710,1,0,3,1,0,17
404,404,0,1,0,-282,1,0,710,1,0,3,1,0,17
405,405,0,1,1,-838,1,1,530,1,1,0,1,1,1
406,406,0,1,0,-838,1,0,530,1,0,0,1,0,1
407,407,0,1,0,-838,1,0,530,1,0,0,1,0,1
408,408,0,1,0,-838,1,0,530,1,0,0,1,0,1
409,409,0,1,1,-532,1,1,536,1,1,0,1,1,2
410,410,0,1,0,-532,1,0,536,1,0,0,1,0,2
411,411,0,1,0,-532,1,0,536,1,0,0,1,0,2
412,412,0,1,0,-532,1,0,536,1,0,0,1,0,2
413,413,0,1,1,675,1,1,79,1,1,-6,1,1,32
